game_session,installation_id,title,num_correct,num_incorrect,accuracy,accuracy_group
4f624a62d57df279,1b142503,Mushroom Sorter (Assessment),1,5,0.16666666666666666,1
504baa825ca86ed3,1b142503,Bird Measurer (Assessment),0,3,0.0,0
6110c91e44e0feb4,1b142503,Bird Measurer (Assessment),1,1,0.5,2
b498fe92b46a9446,1b142503,Bird Measurer (Assessment),0,4,0.0,0
cbb5441cc3981564,1b142503,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
ce88e7a6614a84e0,1b142503,Mushroom Sorter (Assessment),1,0,1.0,3
e7c5b74b53ced4ed,1b142503,Mushroom Sorter (Assessment),1,0,1.0,3
fe0ead8a82698bc1,1b142503,Mushroom Sorter (Assessment),1,1,0.5,2
4cb9ae9bac296cf1,1b25f68b,Mushroom Sorter (Assessment),1,0,1.0,3
642b158b7eee4a70,1b25f68b,Bird Measurer (Assessment),1,0,1.0,3
b549218ab65c50ba,1b25f68b,Bird Measurer (Assessment),1,0,1.0,3
ef655239d975f24c,1b25f68b,Mushroom Sorter (Assessment),1,0,1.0,3
fbe49a2bec9fa44e,1b25f68b,Mushroom Sorter (Assessment),1,0,1.0,3
fdb4f53ca43ed5ab,1b25f68b,Bird Measurer (Assessment),1,0,1.0,3
08cf0e29ef34dbdd,1b296f31,Bird Measurer (Assessment),1,1,0.5,2
d3d83c26d9e58819,1b296f31,Mushroom Sorter (Assessment),1,0,1.0,3
05f3ea455b690955,1b2ebc1d,Bird Measurer (Assessment),1,0,1.0,3
36aa06544eaec447,1b2ebc1d,Mushroom Sorter (Assessment),0,1,0.0,0
b7ce8d08d52b5e8f,1b2ebc1d,Bird Measurer (Assessment),1,2,0.3333333333333333,1
5794d71c80d71151,1b4ff2dc,Mushroom Sorter (Assessment),1,0,1.0,3
633ff8ba39ef0b63,1b5d07f2,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
80497266707ec353,1b5d07f2,Bird Measurer (Assessment),0,4,0.0,0
9e01c83a82cbe826,1b5d07f2,Bird Measurer (Assessment),1,2,0.3333333333333333,1
c5d870134626b89f,1b8cbfef,Mushroom Sorter (Assessment),1,0,1.0,3
ea3660dcc3f79846,1b8cbfef,Mushroom Sorter (Assessment),1,1,0.5,2
257dfba12902bc31,1b8df104,Bird Measurer (Assessment),0,6,0.0,0
c88d7ed9bccb0649,1b8df104,Mushroom Sorter (Assessment),1,0,1.0,3
1d5bbe753e25cc42,1baa26ab,Mushroom Sorter (Assessment),1,0,1.0,3
1d98832a0d2fa508,1baa26ab,Mushroom Sorter (Assessment),1,1,0.5,2
3bbb6bcd59b17835,1baa26ab,Mushroom Sorter (Assessment),1,0,1.0,3
531e1ac5105819ce,1baa26ab,Bird Measurer (Assessment),1,1,0.5,2
549aa27b9f8270cf,1baa26ab,Mushroom Sorter (Assessment),1,0,1.0,3
5a917698218ab457,1baa26ab,Mushroom Sorter (Assessment),1,0,1.0,3
7df0f333d0667b2c,1baa26ab,Bird Measurer (Assessment),1,2,0.3333333333333333,1
8f4d1a0fac7f6b88,1baa26ab,Mushroom Sorter (Assessment),1,0,1.0,3
b12f3f8429da90e8,1baa26ab,Bird Measurer (Assessment),1,3,0.25,1
e2274032ed347479,1baa26ab,Bird Measurer (Assessment),1,0,1.0,3
fa8b86169f75e063,1baa26ab,Bird Measurer (Assessment),1,2,0.3333333333333333,1
7264714de83807b3,1bc822b4,Bird Measurer (Assessment),1,0,1.0,3
c58580a5f1d7dfbc,1bc822b4,Mushroom Sorter (Assessment),1,0,1.0,3
08428be058934a50,1bcc13f1,Mushroom Sorter (Assessment),1,0,1.0,3
13f5a4384d53197d,1bcc13f1,Mushroom Sorter (Assessment),1,4,0.2,1
186873420b6cae5b,1bcc13f1,Mushroom Sorter (Assessment),1,1,0.5,2
18b988f11ab9118c,1bcc13f1,Mushroom Sorter (Assessment),0,3,0.0,0
2e28d0811d4d2598,1bcc13f1,Bird Measurer (Assessment),0,6,0.0,0
4ea34b9fb738238b,1bcc13f1,Mushroom Sorter (Assessment),0,2,0.0,0
52014d964ab7d42b,1bcc13f1,Mushroom Sorter (Assessment),0,1,0.0,0
571864f5c7a4218d,1bcc13f1,Mushroom Sorter (Assessment),0,2,0.0,0
5e84b2ea04c832da,1bcc13f1,Mushroom Sorter (Assessment),1,0,1.0,3
636402f1061d0382,1bcc13f1,Mushroom Sorter (Assessment),1,0,1.0,3
6a9c9c7ffd696269,1bcc13f1,Mushroom Sorter (Assessment),1,0,1.0,3
a1fe15410a6f1937,1bcc13f1,Mushroom Sorter (Assessment),0,2,0.0,0
aa0429629bb14355,1bcc13f1,Bird Measurer (Assessment),1,5,0.16666666666666666,1
aace1e42390a6fa0,1bcc13f1,Mushroom Sorter (Assessment),1,0,1.0,3
d94ec35b34deb2c6,1bcc13f1,Mushroom Sorter (Assessment),1,0,1.0,3
fedf8fec6bbc8348,1bcc13f1,Bird Measurer (Assessment),1,5,0.16666666666666666,1
d5e70fd5ed590aa5,1bcc9937,Bird Measurer (Assessment),1,0,1.0,3
fd44881053ca640a,1bf688b3,Mushroom Sorter (Assessment),1,0,1.0,3
6c8555b7ed49ed5d,1bfc9ff2,Mushroom Sorter (Assessment),1,0,1.0,3
9d39c894a28fd63e,1bfc9ff2,Bird Measurer (Assessment),1,8,0.1111111111111111,1
44bb7718b6d78f1e,1bfe38b4,Mushroom Sorter (Assessment),1,0,1.0,3
9ad240480933c5b4,1bfe38b4,Mushroom Sorter (Assessment),1,0,1.0,3
c64b07f7e1affd3a,1bfe38b4,Bird Measurer (Assessment),0,12,0.0,0
8e41943d200af49d,1c0c62a0,Bird Measurer (Assessment),0,21,0.0,0
98fa439cf1d44e80,1c0c62a0,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
4a29eeb83a2a4c97,1c180647,Bird Measurer (Assessment),1,7,0.125,1
4d106c10872c706d,1c180647,Bird Measurer (Assessment),1,4,0.2,1
c7c55235305bb8bd,1c180647,Mushroom Sorter (Assessment),1,0,1.0,3
d251648c43f5c148,1c180647,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
10e1df1ae3595ce8,1c3d7cdb,Bird Measurer (Assessment),1,0,1.0,3
334d32324e17efdc,1c3d7cdb,Bird Measurer (Assessment),1,1,0.5,2
493210c3cd01578b,1c3d7cdb,Mushroom Sorter (Assessment),1,0,1.0,3
49561c41de992072,1c3d7cdb,Bird Measurer (Assessment),1,0,1.0,3
4e6d017c468ec0f0,1c3d7cdb,Mushroom Sorter (Assessment),1,0,1.0,3
5353bb23b904a214,1c3d7cdb,Mushroom Sorter (Assessment),1,0,1.0,3
5d38801d4d20d1e3,1c3d7cdb,Mushroom Sorter (Assessment),1,0,1.0,3
6cc8357514276c46,1c3d7cdb,Mushroom Sorter (Assessment),1,1,0.5,2
716cc46ef0bbd04b,1c3d7cdb,Mushroom Sorter (Assessment),1,0,1.0,3
76fb6c7a5d3b2a53,1c3d7cdb,Mushroom Sorter (Assessment),1,0,1.0,3
7fafd8c7b434b8e0,1c3d7cdb,Mushroom Sorter (Assessment),1,1,0.5,2
81cf0640e84ccb6e,1c3d7cdb,Bird Measurer (Assessment),1,1,0.5,2
b241d46943657828,1c3d7cdb,Bird Measurer (Assessment),1,1,0.5,2
ba929babeaeeaba6,1c3d7cdb,Mushroom Sorter (Assessment),1,1,0.5,2
fd5bf1281aa7d4f1,1c3d7cdb,Bird Measurer (Assessment),1,0,1.0,3
1e814fe0371a3449,1c5011af,Bird Measurer (Assessment),1,1,0.5,2
7a265b8ca1673aca,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
85980b2f89944bdd,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
89b15c9ce9d39226,1c5011af,Bird Measurer (Assessment),1,0,1.0,3
8f0d016259d0a78d,1c5011af,Bird Measurer (Assessment),1,0,1.0,3
9e9f31f5181ec1e5,1c5011af,Bird Measurer (Assessment),1,0,1.0,3
b87436644e5fc115,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
d341b2b478ac5eee,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
d839458efcdcfb46,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
dc8cbde82139ee8a,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
dd4a28181cba3ec9,1c5011af,Bird Measurer (Assessment),1,0,1.0,3
df403372ba15a34a,1c5011af,Mushroom Sorter (Assessment),1,0,1.0,3
ef45aeab17aacb9e,1c5011af,Bird Measurer (Assessment),1,2,0.3333333333333333,1
13aef8264e8dd014,1c67d188,Bird Measurer (Assessment),1,12,0.07692307692307693,1
5de6bd67b6bba790,1c67d188,Mushroom Sorter (Assessment),1,0,1.0,3
ff4cd6ff3ffc9c30,1c67d188,Mushroom Sorter (Assessment),1,1,0.5,2
169bbca5312ceb2b,1c8e6bcd,Mushroom Sorter (Assessment),1,3,0.25,1
9db2274233788c9a,1c8e6bcd,Mushroom Sorter (Assessment),1,4,0.2,1
14ca40c34770de86,1c8fd41d,Bird Measurer (Assessment),1,1,0.5,2
59dedb062a9739de,1c8fd41d,Mushroom Sorter (Assessment),1,0,1.0,3
74e8404347828c9a,1c8fd41d,Bird Measurer (Assessment),1,1,0.5,2
8b25cd2c3c0e526a,1c8fd41d,Mushroom Sorter (Assessment),1,0,1.0,3
e2645e7e5208d593,1c8fd41d,Bird Measurer (Assessment),1,0,1.0,3
e8ec910a8d3d67d9,1cb7456d,Mushroom Sorter (Assessment),1,4,0.2,1
26ffbfa2d01b4faf,1cd01bd6,Bird Measurer (Assessment),1,0,1.0,3
83cb876df038dcaa,1cd01bd6,Mushroom Sorter (Assessment),1,0,1.0,3
1c74198e7985e590,1d05d451,Mushroom Sorter (Assessment),1,0,1.0,3
d3432b03020dc2da,1d27c2ca,Bird Measurer (Assessment),1,3,0.25,1
0ff9e00fc9bcf9af,1d3532e8,Bird Measurer (Assessment),1,0,1.0,3
549acbe39ce4c6f7,1d3532e8,Mushroom Sorter (Assessment),1,0,1.0,3
e034c2a2b1617c15,1d3532e8,Mushroom Sorter (Assessment),1,0,1.0,3
874fa87434bfeab0,1d40ffac,Mushroom Sorter (Assessment),1,1,0.5,2
044c04df3530c123,1d69ae3b,Bird Measurer (Assessment),1,3,0.25,1
7bce0f808763f324,1d69ae3b,Bird Measurer (Assessment),0,2,0.0,0
80f8ead37bae3eb5,1d69ae3b,Mushroom Sorter (Assessment),1,0,1.0,3
c977faa92c93c06b,1d69ae3b,Mushroom Sorter (Assessment),1,1,0.5,2
0a576dae4c638289,1d990a85,Mushroom Sorter (Assessment),1,0,1.0,3
24bb1fcaee86d0f6,1d990a85,Bird Measurer (Assessment),0,4,0.0,0
47f9efdabf895fe0,1d990a85,Mushroom Sorter (Assessment),0,2,0.0,0
9e90dab00d1a6e0a,1d990a85,Mushroom Sorter (Assessment),1,0,1.0,3
b76c7897a57fe769,1d990a85,Bird Measurer (Assessment),0,8,0.0,0
b8cfcfe83933a38a,1d990a85,Mushroom Sorter (Assessment),1,1,0.5,2
a17ea4391d21b43a,1dac7b6e,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
6f4e730233b90edc,1dbbd324,Mushroom Sorter (Assessment),1,1,0.5,2
70038c6a732752f0,1df9a1d0,Bird Measurer (Assessment),0,1,0.0,0
8ab7c7cd5c4500f0,1df9a1d0,Mushroom Sorter (Assessment),1,0,1.0,3
92a4295eb223cb16,1df9a1d0,Mushroom Sorter (Assessment),1,0,1.0,3
3db6fd2f83d7169e,1e234323,Mushroom Sorter (Assessment),1,0,1.0,3
42c6a45bab2546a0,1e24f5f1,Mushroom Sorter (Assessment),1,0,1.0,3
4c4c579a7c0c2565,1e24f5f1,Bird Measurer (Assessment),1,3,0.25,1
a6625086340f4959,1e24f5f1,Bird Measurer (Assessment),1,1,0.5,2
f13d138e1d9f6b6b,1e24f5f1,Mushroom Sorter (Assessment),1,1,0.5,2
b1bb47e37c3d4681,1e3ea087,Bird Measurer (Assessment),0,2,0.0,0
aed9020fa1ebb3a1,1e3ec615,Mushroom Sorter (Assessment),1,0,1.0,3
fd153bf245c509b2,1e3ec615,Bird Measurer (Assessment),1,0,1.0,3
0d3431376138bb60,1e4ec97f,Mushroom Sorter (Assessment),1,0,1.0,3
32d683c6f8298e0a,1e4ec97f,Bird Measurer (Assessment),0,1,0.0,0
42076293d2e5a39c,1e7731ca,Mushroom Sorter (Assessment),1,0,1.0,3
02091d232b97d83b,1e819b97,Mushroom Sorter (Assessment),1,1,0.5,2
0c065f0ebf1cf11d,1e819b97,Bird Measurer (Assessment),1,1,0.5,2
25c037d2afe0d685,1e819b97,Mushroom Sorter (Assessment),1,1,0.5,2
3a3313b4ca6633b0,1e819b97,Mushroom Sorter (Assessment),0,6,0.0,0
bea69bd253b9872b,1e819b97,Mushroom Sorter (Assessment),1,1,0.5,2
130daecb6e9807cd,1e90d6cd,Mushroom Sorter (Assessment),1,0,1.0,3
61ce00e3c09e9b15,1e90d6cd,Mushroom Sorter (Assessment),1,0,1.0,3
74439f6f52ab165c,1e90d6cd,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
b8527de7c532517a,1e90d6cd,Bird Measurer (Assessment),1,12,0.07692307692307693,1
4feefcf2646d15b9,1e9f5b6b,Mushroom Sorter (Assessment),1,1,0.5,2
6a1b019484bd848a,1e9f5b6b,Mushroom Sorter (Assessment),1,0,1.0,3
79228158243b6d10,1e9f5b6b,Bird Measurer (Assessment),1,0,1.0,3
9be38afbecf33eff,1e9f5b6b,Bird Measurer (Assessment),1,0,1.0,3
b32871fe8374cba1,1e9f5b6b,Bird Measurer (Assessment),1,2,0.3333333333333333,1
eab694626f95ee0d,1e9f5b6b,Bird Measurer (Assessment),1,0,1.0,3
19680317c3aeb5db,1eb09260,Mushroom Sorter (Assessment),0,1,0.0,0
5bd584f58aba7592,1eb09260,Bird Measurer (Assessment),0,1,0.0,0
2a7a9648c8d8c41f,1eb5b4d7,Mushroom Sorter (Assessment),0,1,0.0,0
d2117e7c930e90f6,1eb5b4d7,Bird Measurer (Assessment),0,3,0.0,0
250865f77b5daceb,1edb7aef,Bird Measurer (Assessment),1,0,1.0,3
1248481c159cb934,1edcf8f5,Mushroom Sorter (Assessment),1,0,1.0,3
23cdceb1840cb641,1edcf8f5,Bird Measurer (Assessment),0,14,0.0,0
4afc966b7f81f3b7,1edcf8f5,Mushroom Sorter (Assessment),1,0,1.0,3
d77b3500fa7b84b1,1edecf49,Bird Measurer (Assessment),0,5,0.0,0
379f25597b0d5c1e,1f1d6953,Bird Measurer (Assessment),1,5,0.16666666666666666,1
395dfa0cfb3d8861,1f1d6953,Bird Measurer (Assessment),1,1,0.5,2
adc5de8f7f895d81,1f1d6953,Mushroom Sorter (Assessment),1,5,0.16666666666666666,1
98b2f4434ba239e1,1f1e4dec,Mushroom Sorter (Assessment),1,0,1.0,3
2bf521db25a82442,1f4be402,Mushroom Sorter (Assessment),1,0,1.0,3
34acba7fc0e66c0d,1f4be402,Mushroom Sorter (Assessment),1,1,0.5,2
378e41b83d0d3983,1f4be402,Mushroom Sorter (Assessment),1,0,1.0,3
858160ed72fd2eb7,1f4be402,Mushroom Sorter (Assessment),1,0,1.0,3
8a2d7439c4f122c9,1f4be402,Bird Measurer (Assessment),1,4,0.2,1
9ad665b86abadc61,1f4be402,Bird Measurer (Assessment),1,2,0.3333333333333333,1
f75c62e10ecce002,1f4be402,Mushroom Sorter (Assessment),1,1,0.5,2
fdd11a2f8e37c64e,1f4be402,Mushroom Sorter (Assessment),1,1,0.5,2
09d94f2d6e3028a1,1f71eb61,Mushroom Sorter (Assessment),0,6,0.0,0
1693940af4d9ab1c,1f71eb61,Bird Measurer (Assessment),0,2,0.0,0
20051dd227dd069b,1f71eb61,Mushroom Sorter (Assessment),1,0,1.0,3
26229b394630f97a,1f71eb61,Mushroom Sorter (Assessment),0,3,0.0,0
2d56d44a10ce6896,1f71eb61,Mushroom Sorter (Assessment),0,8,0.0,0
44e9e5acb4b6f6fe,1f71eb61,Bird Measurer (Assessment),0,8,0.0,0
472ed774445f5492,1f71eb61,Mushroom Sorter (Assessment),1,10,0.09090909090909093,1
5b594a9d5c96d603,1f71eb61,Mushroom Sorter (Assessment),0,6,0.0,0
5bfb0fc787b72910,1f71eb61,Mushroom Sorter (Assessment),0,2,0.0,0
69473c47c77336c7,1f71eb61,Mushroom Sorter (Assessment),0,6,0.0,0
6ef3025d1561b9ae,1f71eb61,Mushroom Sorter (Assessment),0,5,0.0,0
7365b1f42d084096,1f71eb61,Mushroom Sorter (Assessment),0,4,0.0,0
73e9acb4871834d8,1f71eb61,Mushroom Sorter (Assessment),0,3,0.0,0
8bd015dd958db2a9,1f71eb61,Mushroom Sorter (Assessment),0,2,0.0,0
8f4d2d1ec7e3a4a2,1f71eb61,Mushroom Sorter (Assessment),1,1,0.5,2
99a0befa176e0601,1f71eb61,Mushroom Sorter (Assessment),1,0,1.0,3
a32e6d8a4dd7a7ff,1f71eb61,Mushroom Sorter (Assessment),0,3,0.0,0
a6e7027e14ca46ab,1f71eb61,Mushroom Sorter (Assessment),0,5,0.0,0
aba3adb2d7e7e60c,1f71eb61,Mushroom Sorter (Assessment),0,1,0.0,0
b5e2878573554ce8,1f71eb61,Mushroom Sorter (Assessment),0,3,0.0,0
bc9b1e90ac3de0dd,1f71eb61,Bird Measurer (Assessment),0,11,0.0,0
c5461a887ab9815d,1f71eb61,Mushroom Sorter (Assessment),1,0,1.0,3
d10f1bba51102495,1f71eb61,Mushroom Sorter (Assessment),0,5,0.0,0
ea69bb585a19235c,1f71eb61,Mushroom Sorter (Assessment),0,6,0.0,0
f25afc66a31a6fcf,1f71eb61,Mushroom Sorter (Assessment),0,20,0.0,0
08b01c58ebf053a5,1f96c571,Bird Measurer (Assessment),1,2,0.3333333333333333,1
12c86dad064a506d,1f96c571,Bird Measurer (Assessment),1,3,0.25,1
30ec8e19fe6e717c,1f96c571,Bird Measurer (Assessment),1,1,0.5,2
5747cdf5443abe70,1f96c571,Mushroom Sorter (Assessment),1,0,1.0,3
df31097848c1c69a,1f96c571,Mushroom Sorter (Assessment),1,0,1.0,3
f25043cbf71c6f70,1f96c571,Mushroom Sorter (Assessment),1,1,0.5,2
05e4cef63ffcd32e,1ff68ad6,Bird Measurer (Assessment),1,0,1.0,3
069fe132d462b571,1ff68ad6,Mushroom Sorter (Assessment),1,0,1.0,3
5d10f6bc640741cf,1ff68ad6,Bird Measurer (Assessment),1,0,1.0,3
8ef576b0ce56d187,1ff68ad6,Bird Measurer (Assessment),1,0,1.0,3
b19c0d89cf5cb9b3,1ff68ad6,Mushroom Sorter (Assessment),1,0,1.0,3
b35bb254c3276749,1ff68ad6,Bird Measurer (Assessment),1,1,0.5,2
b3789a1d8cd14c05,1ff68ad6,Bird Measurer (Assessment),1,0,1.0,3
d22a6e85e821207c,1ff68ad6,Mushroom Sorter (Assessment),1,0,1.0,3
6bee1b4c6808cbe8,2055a59a,Mushroom Sorter (Assessment),1,1,0.5,2
a69772f88cbe3930,205cf211,Mushroom Sorter (Assessment),1,0,1.0,3
0f6b990bcb545f0a,206e5f51,Mushroom Sorter (Assessment),1,3,0.25,1
3c0a74c1702595f5,206e5f51,Mushroom Sorter (Assessment),1,0,1.0,3
3d467e481dc65f56,206e5f51,Bird Measurer (Assessment),1,3,0.25,1
72d5635382010dc3,206e5f51,Bird Measurer (Assessment),1,0,1.0,3
95ff163bcd1b92d5,206e5f51,Bird Measurer (Assessment),1,0,1.0,3
da51233b70b48338,206e5f51,Mushroom Sorter (Assessment),1,0,1.0,3
ebdded54ca13f340,206e5f51,Bird Measurer (Assessment),1,0,1.0,3
a2439d56273ec353,2085fc24,Mushroom Sorter (Assessment),1,0,1.0,3
85a8db837766d3ae,20a0601a,Mushroom Sorter (Assessment),1,0,1.0,3
18592a94ee5ea79e,20b0a1df,Bird Measurer (Assessment),1,0,1.0,3
2655f70f8fb3bf2a,20b0a1df,Bird Measurer (Assessment),1,0,1.0,3
4273c382a67583b0,20b0a1df,Mushroom Sorter (Assessment),1,0,1.0,3
6ca9f77af8686193,20b0a1df,Bird Measurer (Assessment),1,0,1.0,3
b02810b8f4523125,20b0a1df,Mushroom Sorter (Assessment),1,0,1.0,3
c8e9019421d649c9,20b0a1df,Bird Measurer (Assessment),1,5,0.16666666666666666,1
d2f98306d7ba3687,20d7ed1e,Mushroom Sorter (Assessment),1,1,0.5,2
73adb174f985b47a,21007a23,Mushroom Sorter (Assessment),1,0,1.0,3
c3199d290c07a8f7,21007a23,Bird Measurer (Assessment),1,2,0.3333333333333333,1
74e42dfde0cccd4f,215cc688,Mushroom Sorter (Assessment),1,0,1.0,3
dfbb864ab5f3f6b7,215cc688,Mushroom Sorter (Assessment),1,0,1.0,3
cbb10f4464c97967,21608806,Bird Measurer (Assessment),1,5,0.16666666666666666,1
58945f393f53bb1c,21691319,Bird Measurer (Assessment),1,0,1.0,3
801851afe3ffae33,21691319,Bird Measurer (Assessment),1,2,0.3333333333333333,1
07a0804b1f8127ed,2182993b,Bird Measurer (Assessment),1,1,0.5,2
2870cb1d20356cef,2182993b,Mushroom Sorter (Assessment),1,0,1.0,3
313f4d6deaa7d74a,219a2006,Mushroom Sorter (Assessment),1,1,0.5,2
9e0cde242ca20a3c,21aff3e0,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
9003af961f037fdc,21b9f1ed,Mushroom Sorter (Assessment),1,0,1.0,3
0338a3e393a9ec30,21d386f1,Bird Measurer (Assessment),1,3,0.25,1
2c363393605c7f38,21d386f1,Bird Measurer (Assessment),0,2,0.0,0
818bac60f81e62de,21d386f1,Bird Measurer (Assessment),0,2,0.0,0
c583e4bb4c4ed2e6,21d386f1,Mushroom Sorter (Assessment),1,0,1.0,3
cbca275cfc689a98,21d386f1,Mushroom Sorter (Assessment),0,1,0.0,0
d14b44de4a2dd340,21d386f1,Mushroom Sorter (Assessment),1,0,1.0,3
e5a17ea817ca7fa2,21d386f1,Bird Measurer (Assessment),1,2,0.3333333333333333,1
57dc110ffb129629,21d736be,Bird Measurer (Assessment),1,8,0.1111111111111111,1
ded035b96bacaa90,21e1d6a4,Bird Measurer (Assessment),1,4,0.2,1
d94672f16d439a60,21e844ce,Bird Measurer (Assessment),0,2,0.0,0
525ed2f437a8b03e,2212586b,Mushroom Sorter (Assessment),1,7,0.125,1
6c5c370e9678e46f,2212586b,Bird Measurer (Assessment),0,11,0.0,0
d01804874a7bdc35,2212586b,Mushroom Sorter (Assessment),1,0,1.0,3
f6a4f0ea47f989b5,2212586b,Mushroom Sorter (Assessment),1,1,0.5,2
1c86cab538045767,22146a34,Bird Measurer (Assessment),1,11,0.08333333333333333,1
f9e6d9aecd603e75,22146a34,Mushroom Sorter (Assessment),1,0,1.0,3
0640245b5378344f,222cc74c,Mushroom Sorter (Assessment),1,0,1.0,3
85e6047f728e47f9,222cc74c,Bird Measurer (Assessment),1,4,0.2,1
e4aca65877650dbb,222cc74c,Mushroom Sorter (Assessment),1,0,1.0,3
fcc65f23a8b2000f,222cc74c,Bird Measurer (Assessment),1,0,1.0,3
05244201026e3171,22c46c3a,Bird Measurer (Assessment),1,0,1.0,3
0b782a6e25397cb4,22c46c3a,Bird Measurer (Assessment),1,1,0.5,2
375236a997644348,22c46c3a,Bird Measurer (Assessment),1,0,1.0,3
4d401295d03f074e,22c46c3a,Bird Measurer (Assessment),1,0,1.0,3
5a22d6686ee9fd24,22c46c3a,Mushroom Sorter (Assessment),1,3,0.25,1
6c8cd1ed10cbdc70,22c46c3a,Bird Measurer (Assessment),1,0,1.0,3
7425ab564262afd8,22c46c3a,Bird Measurer (Assessment),0,2,0.0,0
7713ecd19b8303e3,22c46c3a,Mushroom Sorter (Assessment),1,5,0.16666666666666666,1
853bf4cdc241b70b,22c46c3a,Mushroom Sorter (Assessment),1,0,1.0,3
8592f2e657a76e30,22c46c3a,Mushroom Sorter (Assessment),1,0,1.0,3
85ac6b55a79c2588,22c46c3a,Bird Measurer (Assessment),1,9,0.1,1
a4465e66a5811800,22c46c3a,Mushroom Sorter (Assessment),1,0,1.0,3
a595ec6222cf81fb,22c46c3a,Mushroom Sorter (Assessment),1,0,1.0,3
be534152c3fc9e65,22c46c3a,Bird Measurer (Assessment),1,0,1.0,3
d6a9f668cf692137,22c46c3a,Bird Measurer (Assessment),1,2,0.3333333333333333,1
988292ba198c38e3,22cf747f,Mushroom Sorter (Assessment),1,0,1.0,3
7877c5509958b46a,230b4b6e,Mushroom Sorter (Assessment),1,1,0.5,2
b6103ac20ec69aac,232e7bd4,Mushroom Sorter (Assessment),1,1,0.5,2
1060d1cdb65fa19d,23612836,Bird Measurer (Assessment),1,4,0.2,1
1fa2ed811ea7dff0,23612836,Mushroom Sorter (Assessment),1,0,1.0,3
9df5501d87faec0c,23c20838,Mushroom Sorter (Assessment),1,0,1.0,3
d671283205cd3c83,23c20838,Bird Measurer (Assessment),1,5,0.16666666666666666,1
fd4958582f566210,23c20838,Bird Measurer (Assessment),1,4,0.2,1
026b4b840d1343aa,23dfe778,Bird Measurer (Assessment),1,0,1.0,3
43e95cf45904a7e1,23dfe778,Mushroom Sorter (Assessment),1,4,0.2,1
816649d900f78a73,241a0a60,Bird Measurer (Assessment),1,3,0.25,1
d81948e29742f2be,243d6bd3,Mushroom Sorter (Assessment),1,0,1.0,3
1a29eb4fa7532fca,245709a3,Mushroom Sorter (Assessment),1,0,1.0,3
3337efadca343bf6,245709a3,Mushroom Sorter (Assessment),1,5,0.16666666666666666,1
570d7ad76756543a,245709a3,Mushroom Sorter (Assessment),1,0,1.0,3
a4a271c087f43369,245709a3,Bird Measurer (Assessment),1,2,0.3333333333333333,1
bd122e328b983cad,245709a3,Bird Measurer (Assessment),1,3,0.25,1
bd8df1bb3d9223c7,245709a3,Mushroom Sorter (Assessment),1,0,1.0,3
e39247a85f89f573,245709a3,Bird Measurer (Assessment),1,2,0.3333333333333333,1
f1008cb0e633c552,245709a3,Bird Measurer (Assessment),0,2,0.0,0
f130f69ee22e6b64,245709a3,Bird Measurer (Assessment),1,2,0.3333333333333333,1
fef6a9854f9cee32,245709a3,Mushroom Sorter (Assessment),1,0,1.0,3
056bdef39289ce5d,246b6df7,Mushroom Sorter (Assessment),1,1,0.5,2
0e8318dbb6b26ac8,24b7cbeb,Mushroom Sorter (Assessment),1,0,1.0,3
10509797351f9a43,24c2e756,Bird Measurer (Assessment),1,2,0.3333333333333333,1
355b6207de550fdc,24c2e756,Bird Measurer (Assessment),1,6,0.14285714285714285,1
bae53c21a05f25b0,24c2e756,Mushroom Sorter (Assessment),0,1,0.0,0
cc31750b82238b2d,24c2e756,Mushroom Sorter (Assessment),1,0,1.0,3
8d3b07d64584a456,24e0caf9,Bird Measurer (Assessment),0,2,0.0,0
079cdafd7a85a663,24f229fb,Mushroom Sorter (Assessment),1,0,1.0,3
362dbff78f20f3c3,24f229fb,Bird Measurer (Assessment),1,0,1.0,3
994b2af909579895,24f229fb,Mushroom Sorter (Assessment),1,0,1.0,3
a0f5125a980b4472,24f229fb,Mushroom Sorter (Assessment),1,0,1.0,3
b3191f76f8fe00bd,24f229fb,Bird Measurer (Assessment),1,0,1.0,3
0148d6dcf2b316b1,2505e76e,Mushroom Sorter (Assessment),1,1,0.5,2
f14519ab55d7a50d,2505e76e,Mushroom Sorter (Assessment),1,0,1.0,3
f165872b4e4a7027,2505e76e,Mushroom Sorter (Assessment),1,1,0.5,2
fb6ceeba02fb3013,25202ea5,Mushroom Sorter (Assessment),1,1,0.5,2
11652b11fdeb6f69,25880efb,Bird Measurer (Assessment),0,2,0.0,0
be50d42300be5a27,25880efb,Mushroom Sorter (Assessment),0,1,0.0,0
b216706a14f836d7,25950822,Bird Measurer (Assessment),1,0,1.0,3
