installation_id,Balancing Act,Chicken Balancer (Activity),Chow Time,Crystal Caves - Level 1,Crystal Caves - Level 2,Crystal Caves - Level 3,Egg Dropper (Activity),Happy Camel,"Heavy, Heavier, Heaviest",Honey Cake,Leaf Leader,Lifting Heavy Things,Pan Balance,Cart Balancer (Assessment)_t,num_correct,num_incorrect,accuracy,accuracy_group,Chest Sorter (Assessment)_t
75713c5d,0,0.0,1.67,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.66,1,0,1.0,3,0.0
7585b0b6,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.64,1,1,0.5,2,0.0
758bc582,0,0.0,1.455,2,0,0,0.0,0.0,0,0,0.0,0,0.0,1.44,1,3,0.25,1,0.0
75a9369d,1,0.0,0.0,1,1,1,0.0,0.0,0,0,0.0,0,0.0,3.23,0,3,0.0,0,0.0
75db014c,1,0.97,1.64,0,1,0,0.0,2.64,0,0,0.0,0,0.0,1.29,1,2,0.333,1,0.0
75e4e72b,0,0.67,1.47,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.46,1,0,1.0,3,0.0
75e63f7a,2,0.0,1.74,3,2,2,6.21,0.0,0,1,1.81,3,3.46,0.92,1,0,1.0,3,0.0
75efcf65,2,0.96,0.0,0,1,0,0.0,2.42,0,0,0.0,1,0.0,0.29,1,0,1.0,3,0.0
75f99b94,1,2.22,1.52,2,2,1,0.0,1.59,0,1,0.0,1,0.0,0.6,1,0,1.0,3,0.0
75fed899,0,0.34,0.0,2,2,1,2.7,0.0,0,0,0.0,0,0.83,3.97,1,1,0.5,2,0.0
75ff267e,2,0.15,2.115,1,1,0,0.0,0.08,0,1,0.0,1,0.0,0.37,1,0,1.0,3,0.0
7608c5d5,1,2.24,1.66,1,1,0,0.0,1.24,0,1,0.0,1,0.0,0.58,1,0,1.0,3,0.0
7619a60d,0,0.0,1.575,2,1,0,0.0,1.92,0,0,0.0,0,0.0,0.67,1,1,0.5,2,0.0
763ac0d2,1,0.61,3.85,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.34,1,0,1.0,3,0.0
76647218,1,2.51,1.34,1,1,0,0.0,1.32,0,0,0.0,0,0.0,0.56,1,0,1.0,3,0.0
76684810,2,0.0,1.775,2,6,6,1.13,0.0,0,0,0.0,1,2.03,0.37,1,0,1.0,3,0.0
768dc66d,1,0.0,0.0,0,2,1,0.0,0.0,0,0,0.0,0,4.97,2.68,1,4,0.2,1,0.0
76cc60b1,1,0.0,2.46,0,5,5,5.575,3.56,1,5,2.827,1,2.94,0.57,0,2,0.0,0,0.0
76ed11ab,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.24,0,3,0.0,0,0.0
76f921f2,1,4.15,3.14,2,1,0,0.0,3.09,0,2,0.0,1,0.0,0.87,1,0,1.0,3,0.0
772570fb,0,0.0,2.21,1,1,0,0.0,0.0,0,2,0.0,0,0.0,1.22,1,1,0.5,2,0.0
773e4624,1,1.41,1.29,1,1,0,0.0,2.1,0,0,0.0,4,0.0,0.47,1,0,1.0,3,0.0
77612f49,2,2.37,4.97,1,1,0,0.0,2.83,0,3,0.0,0,0.0,0.85,1,2,0.333,1,0.0
77ae184b,0,0.0,0.0,1,10,9,0.0,8.76,0,0,0.0,0,0.0,0.84,0,2,0.0,0,0.0
77d6364d,3,0.75,3.41,1,1,0,0.0,1.39,0,2,0.0,1,0.0,0.44,0,1,0.0,0,0.0
77d93ad5,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0.5,1,0,1.0,3,0.0
77e2fb43,1,0.16,0.0,1,2,1,1.98,0.0,0,0,0.0,4,0.83,1.22,1,2,0.333,1,0.0
77e7bb55,0,0.0,0.57,1,3,1,2.03,0.0,0,0,0.0,0,0.0,1.35,0,1,0.0,0,0.0
77f64809,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.32,0,4,0.0,0,0.0
78092129,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.29,1,0,1.0,3,0.0
781a1362,4,4.61,1.49,1,1,0,0.0,1.67,0,1,0.0,2,0.0,0.34,1,0,1.0,3,0.0
7821410b,1,1.17,1.59,1,0,0,0.0,0.79,0,0,0.0,0,0.0,0.38,1,0,1.0,3,0.0
78564920,0,0.0,2.06,2,2,0,0.0,0.13,0,0,0.0,0,0.0,0.88,1,0,1.0,3,0.0
78c0f702,0,0.0,0.99,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.85,0,5,0.0,0,0.0
78cacfd1,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,1,0.0,2.23,1,5,0.167,1,0.0
78dbdfef,0,0.0,0.0,1,1,0,0.0,2.01,0,0,0.0,0,0.0,0.51,1,0,1.0,3,0.0
78f9789f,0,0.0,3.42,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.01,0,1,0.0,0,0.0
78fab071,0,0.0,3.295,1,2,1,4.54,0.0,0,1,2.077,3,0.64,1.86,1,1,0.5,2,0.0
78ffd4cf,0,0.0,0.0,2,3,1,0.0,0.0,0,0,0.0,0,0.0,0.96,0,3,0.0,0,0.0
7903cda1,0,0.0,0.0,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.42,1,0,1.0,3,0.0
792f1634,0,0.0,2.415,1,1,0,0.0,1.65,0,0,0.0,1,0.0,0.73,1,0,1.0,3,0.0
7954dfae,0,2.23,3.3,1,1,0,0.0,3.67,0,0,0.0,0,0.0,3.83,1,0,1.0,3,0.0
79af68c1,1,1.15,1.34,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.26,1,0,1.0,3,0.0
7a119e52,0,0.0,0.0,0,1,0,0.0,1.075,0,0,0.0,0,0.0,0.26,1,0,1.0,3,0.0
7a29fd6c,0,0.0,0.0,1,2,1,0.0,0.08,0,0,0.0,0,0.07,0.5,1,0,1.0,3,0.0
7a32add3,0,0.0,1.37,0,1,0,0.0,0.0,0,0,0.0,4,0.0,1.31,0,8,0.0,0,0.0
7a4f71d0,0,0.0,1.025,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.26,1,0,1.0,3,0.0
7a6c8555,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.91,1,0,1.0,3,0.0
7aa5b557,0,0.0,0.0,1,2,1,0.0,0.0,0,0,0.0,0,0.0,0.86,1,0,1.0,3,0.0
7aac2edb,1,2.07,1.32,0,1,1,3.59,1.42,1,1,1.3,1,2.59,0.5,1,0,1.0,3,0.0
7ac179e0,0,0.0,3.06,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.42,1,0,1.0,3,0.0
7b0a2f02,0,0.0,2.27,1,0,1,0.0,0.0,0,0,0.0,0,0.0,0.44,1,0,1.0,3,0.0
7b1205ca,0,0.0,0.0,0,2,2,0.0,4.39,0,0,0.0,0,0.0,0.3,1,0,1.0,3,0.0
7b3a1765,0,0.0,1.25,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.84,0,3,0.0,0,0.0
7b4a6f51,1,2.91,1.65,0,1,0,0.0,3.03,0,1,0.0,1,0.0,0.62,1,1,0.5,2,0.0
7b504339,1,0.83,0.9,0,1,0,0.0,0.94,0,1,0.0,1,0.0,0.21,1,0,1.0,3,0.0
7b97ac7c,1,0.0,1.515,0,5,2,0.0,0.0,0,1,0.0,0,0.0,0.32,1,0,1.0,3,0.0
7bcaaa71,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,2,1.47,0.5,1,1,0.5,2,0.0
7bd17edf,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.44,1,0,1.0,3,0.0
7bf09350,0,0.0,6.8,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.82,1,0,1.0,3,0.0
7c12e644,0,0.0,1.31,1,2,1,1.43,2.805,0,0,1.33,1,0.0,1.14,0,5,0.0,0,0.0
7c13051e,3,0.63,1.3,3,1,0,0.0,0.73,0,1,0.0,1,0.0,0.29,1,0,1.0,3,0.0
7c1f436f,1,1.72,1.53,2,2,1,0.0,0.09,0,0,0.68,1,0.0,1.07,1,0,1.0,3,0.0
7c21248e,0,1.26,1.32,1,1,0,0.0,2.15,0,0,0.0,0,0.0,0.51,1,0,1.0,3,0.0
7c66d28f,0,0.06,1.44,0,2,0,0.0,3.64,0,0,0.0,0,0.0,0.87,1,0,1.0,3,0.0
7cad6f34,1,2.62,1.21,2,1,0,0.0,0.87,0,0,0.0,0,0.0,0.42,1,0,1.0,3,0.0
7cb87cb2,0,7.69,1.3,0,3,2,2.273,5.44,1,3,2.745,2,5.19,1.66,1,0,1.0,3,0.0
7cd947c1,1,5.14,4.6,0,1,0,0.0,1.6,0,1,0.0,1,0.0,0.33,1,0,1.0,3,0.0
7cd9b26f,1,0.89,1.24,1,1,0,0.0,0.84,0,1,0.0,1,0.0,0.33,1,1,0.5,2,0.0
7cea120a,0,2.31,0.0,2,2,1,0.0,0.0,0,0,0.0,0,0.0,0.28,1,0,1.0,3,0.0
7cea9afc,0,2.11,1.53,0,2,1,0.0,1.82,0,0,2.09,1,0.0,0.28,1,0,1.0,3,0.0
7d1174bf,1,0.12,0.07,1,3,1,0.0,0.0,0,1,0.0,1,0.0,5.12,1,4,0.2,1,0.0
7d67e606,1,0.0,1.0,3,1,1,0.0,0.0,0,0,0.0,0,0.0,0.29,1,0,1.0,3,0.0
7d7da305,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,3.5,1,3,0.25,1,0.0
7d93d653,0,2.55,2.511,3,4,2,1.42,1.57,0,0,0.0,0,0.0,0.44,0,5,0.0,0,0.0
7d9d60e6,0,0.0,0.0,2,6,5,0.0,0.0,0,0,3.66,0,0.0,0.26,1,0,1.0,3,0.0
7dcc999f,2,0.21,0.0,1,1,0,0.0,1.35,0,0,0.0,0,0.0,0.89,1,2,0.333,1,0.0
7dcda0ea,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.85,1,1,0.5,2,0.0
7dd184f3,1,0.0,3.11,1,1,0,0.0,2.56,0,0,0.0,1,0.0,4.65,1,0,1.0,3,0.0
7e10699c,0,2.21,1.68,1,1,0,0.0,1.79,0,0,0.0,0,0.0,0.53,1,0,1.0,3,0.0
7e2499bc,1,3.82,1.33,1,1,0,0.0,0.89,0,1,0.0,2,0.0,0.5,1,0,1.0,3,0.0
7e5dd8ca,0,0.0,0.0,2,1,0,0.0,0.0,0,0,0.0,5,0.24,0.18,0,1,0.0,0,0.0
7edc3329,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.49,1,1,0.5,2,0.0
7f012464,1,1.66,1.06,3,1,0,0.0,2.7,0,1,0.0,1,0.0,0.64,1,0,1.0,3,0.0
7f19d8c2,1,1.89,1.77,1,2,0,0.0,3.08,0,1,0.0,2,0.0,0.54,1,1,0.5,2,0.0
7f6b19a2,1,0.95,2.75,1,1,0,0.0,3.51,0,1,0.0,1,0.0,0.28,1,0,1.0,3,0.0
7fe23da5,0,0.0,0.0,1,2,0,0.0,0.0,0,0,0.0,0,0.0,2.7,0,10,0.0,0,0.0
7ff12100,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.26,1,0,1.0,3,0.0
80113e7b,2,1.47,1.04,1,2,0,0.0,2.32,0,0,0.0,3,0.0,0.57,1,1,0.5,2,0.0
8015e006,0,0.0,4.09,1,1,0,0.0,1.04,0,0,0.0,0,0.0,0.62,1,0,1.0,3,0.0
801a2255,0,7.94,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.5,1,0,1.0,3,0.0
805e7b8f,1,3.88,1.37,1,1,0,0.0,1.75,0,0,0.0,1,0.0,0.48,1,0,1.0,3,0.0
808a6e72,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.26,1,0,1.0,3,0.0
80bfe6d0,0,0.0,1.22,1,1,0,0.0,0.0,0,1,0.0,0,0.0,1.54,0,2,0.0,0,0.0
8123bc13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.49,1,0,1.0,3,0.0
8169e80d,0,2.22,0.0,0,1,0,0.0,0.0,0,0,0.0,1,0.0,1.24,0,5,0.0,0,0.0
8188b29c,0,0.0,1.72,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.39,1,0,1.0,3,0.0
819a187b,1,2.28,1.79,1,1,0,0.0,2.42,0,0,0.0,0,0.0,0.5,1,0,1.0,3,0.0
81bc4ddf,0,0.0,2.235,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.75,1,0,1.0,3,0.0
81c045d1,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.76,1,0,1.0,3,0.0
81cf5a34,0,0.0,3.54,0,1,0,0.0,0.0,0,1,0.0,0,0.0,0.64,1,0,1.0,3,0.0
821a7afc,0,4.23,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.45,1,6,0.143,1,0.0
826668af,0,2.8,3.74,1,1,0,0.0,4.27,0,0,0.0,0,0.0,0.7,1,0,1.0,3,0.0
82827ebc,0,0.85,1.16,3,3,1,0.99,0.0,0,0,0.0,0,0.0,0.67,1,2,0.333,1,0.0
8289972e,1,0.0,2.28,2,1,0,0.0,0.0,0,0,0.0,0,0.0,0.59,1,0,1.0,3,0.0
82bdbf73,1,3.71,0.7,0,1,0,0.0,3.09,0,0,0.0,0,0.0,0.73,1,0,1.0,3,0.0
82e6bdf3,0,0.85,1.51,1,1,0,0.0,1.58,0,0,0.0,0,0.0,0.52,1,0,1.0,3,0.0
82f091ed,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1.85,1,7,0.125,1,0.0
82fbb778,3,3.76,3.8,2,1,0,0.0,2.99,0,1,0.0,1,0.0,0.31,1,0,1.0,3,0.0
82fbc27e,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.43,1,0,1.0,3,0.0
83134a9f,0,0.0,2.955,1,3,2,7.2,1.34,0,0,0.0,0,0.0,1.42,1,2,0.333,1,0.0
83c0c067,1,2.22,5.59,1,1,0,0.0,6.36,0,2,0.0,1,0.0,0.6,1,0,1.0,3,0.0
83d169be,0,0.0,2.02,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.68,1,0,1.0,3,0.0
83dc2d72,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.58,1,3,0.25,1,0.0
83eb4389,0,1.98,0.0,0,1,0,0.0,1.65,0,1,0.0,1,0.0,1.14,1,0,1.0,3,0.0
83f42535,1,0.56,1.01,1,1,0,0.0,2.14,0,1,0.0,1,0.0,0.58,1,0,1.0,3,0.0
8413ba0f,0,0.0,1.195,1,1,0,0.0,0.34,0,0,0.0,0,0.0,0.86,0,4,0.0,0,0.0
84283ceb,1,0.86,2.72,1,1,0,0.0,1.96,0,1,0.0,1,0.0,0.33,1,0,1.0,3,0.0
8440941f,1,1.21,2.64,0,1,0,0.0,1.6,0,1,0.0,1,0.0,1.26,1,1,0.5,2,0.0
84450571,0,0.23,0.0,1,1,0,0.0,0.43,0,0,0.0,1,0.0,0.1,0,1,0.0,0,0.0
84574d49,4,2.482,9.345,1,3,1,0.58,8.768,1,5,1.31,4,1.69,2.12,1,1,0.5,2,0.0
845e7780,0,0.0,1.61,2,1,0,0.0,1.64,0,0,0.0,0,0.0,0.64,1,0,1.0,3,0.0
846f6443,0,0.0,0.43,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.41,1,0,1.0,3,0.0
848f2806,0,4.4,2.435,0,2,1,0.0,1.965,1,0,0.9,0,0.0,0.5,1,0,1.0,3,0.0
84e2aeba,0,1.71,1.49,1,1,0,0.0,4.97,0,0,0.0,0,0.0,0.45,1,0,1.0,3,0.0
85099eda,0,6.11,4.27,1,1,0,0.0,0.0,0,0,0.0,5,0.0,2.89,1,5,0.167,1,0.0
85221de8,1,2.83,0.0,0,1,0,0.0,1.75,0,1,0.0,0,0.0,1.6,1,0,1.0,3,0.0
85619fc3,1,3.95,3.48,2,2,1,0.0,3.245,1,3,3.28,1,7.61,2.05,1,0,1.0,3,0.0
85697782,1,0.0,0.42,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.55,1,0,1.0,3,0.0
856e7225,0,0.0,0.0,0,1,1,3.88,0.0,3,0,0.0,1,1.82,0.51,1,0,1.0,3,0.0
858ace47,0,2.07,1.85,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.72,1,0,1.0,3,0.0
85ba760d,1,0.94,1.9,1,2,1,0.0,4.46,0,1,0.0,0,0.0,0.63,1,0,1.0,3,0.0
861cf8d1,1,1.23,1.56,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.61,1,0,1.0,3,0.0
8662d8cc,1,1.62,4.36,1,2,0,0.0,2.73,0,2,0.0,3,0.0,0.26,1,0,1.0,3,0.0
86a5f419,0,2.91,3.37,1,1,0,0.0,2.93,0,0,0.0,2,0.0,0.38,1,0,1.0,3,0.0
86c58053,1,1.59,0.98,0,1,0,0.0,1.5,0,1,0.0,0,0.0,0.32,1,0,1.0,3,0.0
86e9c48e,0,1.41,3.29,1,1,0,0.0,0.99,0,0,2.91,1,0.0,0.37,1,0,1.0,3,0.0
87453f81,0,1.18,1.63,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.31,1,0,1.0,3,0.0
878b0eed,0,0.66,0.0,2,2,1,0.0,2.56,0,0,0.0,0,0.0,0.71,1,0,1.0,3,0.0
87964aeb,3,0.0,3.68,1,1,0,0.0,0.0,0,1,0.0,0,0.0,0.49,1,0,1.0,3,0.0
87a45840,1,1.06,1.58,1,1,0,0.0,0.96,0,1,0.0,0,0.0,0.27,1,0,1.0,3,0.0
87df8bf7,1,2.08,2.05,1,1,0,0.0,3.76,0,1,0.0,2,0.0,0.93,1,0,1.0,3,0.0
882c832c,1,1.87,2.5,1,1,0,0.0,1.49,0,1,0.0,1,0.0,0.5,1,0,1.0,3,0.0
8833c392,1,2.31,2.54,0,1,0,0.0,1.99,0,1,0.0,1,0.0,0.52,1,0,1.0,3,0.0
88413f33,0,1.1,1.29,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.33,1,0,1.0,3,0.0
88426d60,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.12,0,1,0.0,0,0.0
885dff64,0,0.91,1.17,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.41,1,0,1.0,3,0.0
8870b62c,1,1.22,0.0,0,1,0,0.0,1.59,0,1,0.0,1,0.0,0.67,1,0,1.0,3,0.0
887ce1c0,0,2.05,1.35,1,1,0,0.0,1.08,0,0,0.0,1,0.0,0.62,1,1,0.5,2,0.0
88812720,1,0.0,0.0,0,1,0,0.0,0.725,0,1,0.0,1,0.0,1.23,0,4,0.0,0,0.0
88c289de,0,0.0,1.51,1,1,0,0.0,2.22,0,0,0.0,0,0.0,0.29,1,0,1.0,3,0.0
88c4aad2,0,0.0,0.41,0,1,0,0.0,0.0,2,1,0.0,0,0.34,0.19,0,1,0.0,0,0.0
88f96a0b,0,0.0,0.0,2,1,2,0.0,0.0,0,0,0.0,0,0.0,1.76,0,2,0.0,0,0.0
89279aa4,0,0.48,1.55,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.16,0,2,0.0,0,0.0
8933abc7,0,0.9,1.36,1,2,0,0.0,1.39,0,2,0.0,0,0.0,0.54,1,0,1.0,3,0.0
894c6dce,0,0.68,0.0,0,1,0,0.0,2.13,0,0,0.0,0,0.0,0.54,1,0,1.0,3,0.0
89754278,0,1.59,0.0,1,1,0,0.0,0.0,0,1,0.0,0,0.0,1.79,1,4,0.2,1,0.0
897551e2,0,0.64,0.0,1,1,0,0.0,2.34,0,1,0.0,0,0.0,0.54,1,0,1.0,3,0.0
899c8978,0,0.0,0.0,1,2,1,0.58,0.0,0,0,0.0,1,1.38,0.3,1,0,1.0,3,0.0
89c62e1e,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.7,1,0,1.0,3,0.0
89dd1902,1,2.54,5.15,1,1,0,0.0,3.58,0,0,0.0,1,0.0,0.49,1,0,1.0,3,0.0
8a0ac1f0,0,0.0,1.21,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.23,0,1,0.0,0,0.0
8a34fb0a,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.3,1,0,1.0,3,0.0
8a390157,0,5.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.2,1,0,1.0,3,0.0
8a411bf0,1,2.64,1.75,2,3,2,0.0,0.0,0,0,0.97,1,0.73,0.56,1,0,1.0,3,0.0
8a530ffd,1,0.0,2.06,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1.32,1,0,1.0,3,0.0
8a8a3920,0,0.0,3.09,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.89,1,0,1.0,3,0.0
8a8f5e6d,1,3.165,4.404,5,8,5,6.28,2.643,1,3,1.97,4,0.0,0.9,1,2,0.333,1,0.0
8af67610,0,1.33,1.23,1,3,1,0.0,0.0,0,1,0.16,3,0.0,2.19,0,5,0.0,0,0.0
8b14c704,2,3.63,2.67,1,1,0,0.0,6.9,0,0,0.0,0,0.0,1.35,1,1,0.5,2,0.0
8b384f5c,1,2.08,4.225,4,7,4,0.0,0.0,1,0,0.0,0,0.0,0.58,1,0,1.0,3,0.0
8b4190bc,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,1.49,1,1,0.5,2,0.0
8b420df0,3,2.89,1.5,1,1,0,0.0,3.095,0,1,0.0,3,0.0,0.58,1,0,1.0,3,0.0
8b81b203,1,0.0,0.0,0,1,0,0.0,0.0,0,1,0.0,1,0.0,0.61,1,0,1.0,3,0.0
8bb4a27f,0,0.0,0.0,2,1,0,0.0,0.0,0,0,0.0,0,0.0,1.31,1,0,1.0,3,0.0
8bdb5876,0,0.0,3.2,2,4,3,0.0,0.0,0,0,0.0,0,0.0,0.48,1,0,1.0,3,0.0
8be2eac8,0,0.0,1.15,1,2,0,0.0,0.0,0,1,0.0,1,0.0,1.23,1,1,0.5,2,0.0
8bf753a0,5,1.43,1.19,1,1,0,0.0,1.17,0,1,0.0,3,0.0,0.3,1,0,1.0,3,0.0
8c0c78bb,0,1.74,5.42,2,3,2,0.0,4.85,0,0,0.0,0,0.0,0.67,0,1,0.0,0,0.0
8c67aca8,0,0.0,0.0,1,1,0,0.0,2.19,0,0,0.0,0,0.0,0.49,1,0,1.0,3,0.0
8c6e1b67,1,0.0,0.0,1,0,0,0.0,0.0,0,1,0.0,0,0.0,0.63,1,0,1.0,3,0.0
8c736b61,2,1.0,2.09,1,1,0,0.0,0.97,0,1,0.0,1,0.0,0.26,1,0,1.0,3,0.0
8c769312,1,0.0,1.25,1,1,0,0.0,1.82,0,0,0.0,0,0.0,0.47,1,0,1.0,3,0.0
8ca682a8,0,3.19,1.57,1,1,0,0.0,3.04,0,0,0.0,0,0.0,0.54,1,0,1.0,3,0.0
8ca7db4f,0,0.71,0.67,2,3,2,0.0,0.09,2,0,1.17,1,1.77,0.34,1,0,1.0,3,0.0
8cae23a1,0,0.0,0.0,0,0,0,0.0,3.41,0,0,0.0,0,0.0,0.44,1,0,1.0,3,0.0
8cc4c561,0,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0.52,1,0,1.0,3,0.0
8d2f2884,0,0.44,1.75,1,1,0,0.0,1.56,0,0,0.0,0,0.0,1.56,1,3,0.25,1,0.0
8d3eab92,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.61,1,0,1.0,3,0.0
8d509a47,0,1.95,1.37,1,1,0,0.0,1.39,0,1,0.0,1,0.0,0.31,1,0,1.0,3,0.0
8d8a56f2,1,0.0,1.6,0,1,0,0.0,1.82,0,1,0.0,0,0.0,0.71,1,0,1.0,3,0.0
8d91042a,0,0.0,1.49,2,2,0,0.0,0.0,0,0,0.0,0,0.0,0.33,1,0,1.0,3,0.0
8d96d57a,0,0.0,0.0,0,2,0,0.0,0.0,0,0,0.0,1,0.0,0.98,1,0,1.0,3,0.0
8dde4f30,0,0.0,0.0,1,1,0,0.0,0.845,0,0,0.0,0,0.0,0.39,1,1,0.5,2,0.0
8dfc9c07,4,1.09,0.88,1,1,0,0.0,1.43,0,1,0.0,1,0.0,0.55,1,0,1.0,3,0.0
8e1c28cd,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.63,1,0,1.0,3,0.0
8e271d4f,0,0.0,0.0,3,6,5,0.0,1.35,1,0,0.0,0,0.0,0.59,0,3,0.0,0,0.0
8e6996b6,0,0.0,4.58,0,1,0,0.0,1.507,0,1,0.0,0,0.0,0.78,1,0,1.0,3,0.0
8e6a9141,1,3.08,2.93,1,1,0,0.0,2.09,0,0,0.0,0,0.0,0.75,1,0,1.0,3,0.0
8e7480c7,0,2.08,1.08,1,1,0,0.0,1.44,0,0,0.0,0,0.0,0.62,1,0,1.0,3,0.0
8e852635,0,0.0,0.0,0,0,0,0.0,4.55,0,0,0.0,0,0.0,0.69,1,0,1.0,3,0.0
8e875000,1,0.0,3.0,1,1,0,0.0,2.17,0,0,0.0,0,0.0,2.93,0,8,0.0,0,0.0
8ebf3aaa,0,0.0,0.0,0,1,2,0.0,0.0,0,0,4.72,0,0.0,0.46,1,0,1.0,3,0.0
8efa61bb,1,0.58,2.29,1,1,0,0.0,1.64,0,1,0.0,1,0.0,0.47,1,0,1.0,3,0.0
8f29311d,1,0.0,2.47,1,1,0,0.0,0.0,0,1,0.0,1,0.0,1.1,0,1,0.0,0,0.0
8f4c404c,0,0.0,0.0,0,0,0,3.4,0.0,0,0,2.83,0,0.0,0.64,1,0,1.0,3,0.0
8f9f91c6,1,2.09,3.33,1,1,0,0.0,2.62,0,1,0.0,7,0.0,0.53,1,0,1.0,3,0.0
8fb10f50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.59,1,2,0.333,1,0.0
8fb89828,4,0.81,3.2,1,2,0,0.0,0.66,0,1,0.0,1,0.0,0.64,1,0,1.0,3,0.0
8fc9184c,0,0.79,0.0,2,2,0,0.0,0.9,0,0,4.24,0,0.0,0.82,0,4,0.0,0,0.0
9018e903,1,0.0,1.6,0,1,0,0.0,1.33,0,1,0.0,1,0.0,0.27,1,0,1.0,3,0.0
90228ec2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.44,1,0,1.0,3,0.0
904c325c,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.32,1,0,1.0,3,0.0
90986846,1,0.4,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1.8,0,2,0.0,0,0.0
909f8d2a,0,0.0,0.0,1,1,0,0.0,1.45,0,0,0.0,0,0.0,0.29,1,0,1.0,3,0.0
90db3a9f,1,0.0,2.943,2,3,0,0.0,1.72,0,1,0.0,4,0.0,0.9,1,1,0.5,2,0.0
90dcc133,6,0.0,2.84,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.32,1,0,1.0,3,0.0
90fa0186,2,0.0,0.0,2,2,1,0.0,0.08,0,0,0.0,3,0.0,0.7,1,0,1.0,3,0.0
910cd44d,0,1.43,1.87,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.59,1,0,1.0,3,0.0
912ab307,0,0.0,1.78,1,1,0,0.0,0.97,0,0,0.0,0,0.0,3.15,1,5,0.167,1,0.0
913fdbb9,0,0.0,0.0,2,1,0,0.0,0.0,0,0,0.0,0,0.0,0.7,1,0,1.0,3,0.0
